time,val
0.0,20.56533118455072
0.2,19.834844590683222
0.4,21.74194022522591
0.6,24.948386022398736
0.8,21.688145655273715
1.0,20.797557090848212
1.2,20.765891598431278
1.4,20.746394408145868
1.6,20.536710468726763
1.8,20.56504133853229
2.0,20.196427773053646
2.2,18.927621973737427
2.4,19.745934159207753
2.6,21.960282368160897
2.8,20.122988309127138
3.0,18.870416088773837
3.2,19.17266607278559
3.4,20.217466342054866
3.6,19.814962830344687
3.8,22.030688209444275
4.0,19.08930101689284
4.2,19.23086011463149
4.4,19.687971882967265
4.6,20.190410630844195
4.8,20.878140158275155
5.0,20.442029801663857
5.2,21.183401985615138
5.4,20.147860804629868
5.6,20.813136460815024
5.8,21.02138732225763
6.0,18.80168469487912
6.2,18.671905183647553
6.4,19.26965472356533
6.6,21.844827376486776
6.8,19.98932569198697
7.0,20.844935258536083
7.2,20.54296198372817
7.4,20.414352696567843
