freq, val
0.125,5.561870567581173
0.25,6.31573803754632
0.375,6.085545618446721
0.5,9.435970237743215
0.625,8.522274738832536
0.75,6.219801701554113
0.875,6.673826950179736
1.0,7.164047846208272
1.125,7.782730491757172
1.25,7.593634774960815
1.375,7.353066552194298
1.5,7.9639751327670645
1.625,7.615957702201893
1.75,3.529534887087628
1.875,5.098672691987842
2.0,7.526597974303813
2.125,7.333859562178942
2.25,6.420004019441863
2.375,4.982388314147002
2.5,6.57319063671507
2.625,5.916162166707993
2.75,5.33831969116601
2.875,5.014367440979168
3.0,8.00184749993652
3.125,5.912093513226385
3.25,7.475506758096666
3.375,5.720879082950098
3.5,5.40055546310672
3.625,5.7246655058027756
3.75,7.020183135440101
3.875,6.795764631428777
4.0,7.509955636525185
4.125,4.360433527668812
4.25,7.464378188056243
4.375,5.774423290251876
4.5,7.674821427988665
4.625,6.438945657169022
4.75,7.662425447861906
4.875,6.139009934605383
5.0,5.503376059313441
5.125,8.082897944579722
5.25,6.905800431527803
5.375,7.479640108653893
5.5,6.886451372367363
5.625,8.82304044660861
5.75,7.4515097037357485
5.875,6.994805626700059
6.0,7.162707521815466
6.125,8.445538692665956
6.25,7.272678829850071
6.375,9.064071302376004
6.5,7.106115622733791
6.625,4.978486212586228
6.75,5.2920095143801404
6.875,4.200043466680777
7.0,5.846005023132275
7.125,7.43367427621369
7.25,5.368644546307543
7.375,7.041024893978344
7.5,7.691284407594728
7.625,7.679900759948691
7.75,4.912983472347556
7.875,5.7430506322722294
