gain,val
0,20.337313964734044
1,20.493394186969404
2,20.43611007383104
3,20.26400584514949
4,20.160687849141915
5,20.16005323969573
6,20.242890599660463
7,20.37606776315625
8,20.530463824219588
9,20.68630566876498
10,20.832311682887998
