time,val
0.0,22.8594
0.1,19.3733
0.2,21.9621
0.3,21.6201
0.4,20.7724
0.5,23.5567
0.6,22.2396
0.7,20.1014
0.8,19.4676
0.9,20.2189
1.0,20.7372
1.1,18.2874
1.2,21.2900
1.3,18.0071
1.4,20.2919
1.5,19.3915
1.6,17.2129
1.7,20.5565
1.8,18.3917
1.9,18.9931
2.0,19.3666
2.1,16.1655
2.2,20.6763
2.3,17.8409
2.4,21.0283
2.5,16.9711
2.6,17.4287
2.7,19.8442
2.8,17.6519
2.9,22.2729
3.0,20.8947
3.1,23.4687
3.2,20.5441
3.3,17.4245
3.4,20.8414
3.5,18.4206
3.6,19.9345
3.7,22.1865
3.8,21.8426
3.9,23.7660
4.0,21.7136
4.1,20.3607
4.2,21.4697
4.3,20.6262
4.4,20.8037
4.5,19.8652
4.6,21.7503
4.7,19.8125
4.8,21.0757
4.9,22.2720
5.0,21.5033
5.1,21.6764
5.2,18.4259
5.3,18.1202
5.4,20.5258
5.5,19.3236
5.6,20.6833
5.7,19.7716
5.8,18.8681
5.9,20.8469
6.0,19.8379
6.1,21.6196
6.2,21.1547
6.3,20.7505
6.4,21.8388
6.5,20.0969
6.6,21.3665
6.7,19.1303
6.8,18.9766
6.9,21.3437
7.0,17.2391
7.1,21.6707
7.2,18.6510
7.3,18.2896
7.4,19.1217
7.5,17.6594
