time,val
0.0,22.8581
0.1,19.3731
0.2,21.9619
0.3,21.6197
0.4,20.7713
0.5,23.5565
0.6,22.2396
0.7,20.1013
0.8,19.4673
0.9,20.2186
1.0,20.7372
1.1,18.2874
1.2,21.2899
1.3,18.0067
1.4,20.2884
1.5,19.3857
1.6,17.2121
1.7,20.5565
1.8,18.3916
1.9,18.9921
2.0,19.3644
2.1,16.1645
2.2,20.6758
2.3,17.8407
2.4,21.0259
2.5,16.9582
2.6,17.4280
2.7,19.8423
2.8,17.6501
2.9,22.2728
3.0,20.8946
3.1,23.4686
3.2,20.5387
3.3,17.4243
3.4,20.8407
3.5,18.4196
3.6,19.9345
3.7,22.1864
3.8,21.8395
3.9,23.7660
4.0,21.7123
4.1,20.3603
4.2,21.4540
4.3,20.6246
4.4,20.8028
4.5,19.8649
4.6,21.7488
4.7,19.8093
4.8,21.0755
4.9,22.2718
5.0,21.5020
5.1,21.6763
5.2,18.4249
5.3,18.1199
5.4,20.5251
5.5,19.3235
5.6,20.6817
5.7,19.7566
5.8,18.8679
5.9,20.8468
6.0,19.8375
6.1,21.6192
6.2,21.1546
6.3,20.7503
6.4,21.8388
6.5,20.0953
6.6,21.3662
6.7,19.1303
6.8,18.9762
6.9,21.3435
7.0,17.2388
7.1,21.6704
7.2,18.6502
7.3,18.2846
7.4,19.1048
7.5,17.6588
