gain,val
0,13.12487238510591
1,11.489051762259407
2,9.69817573046875
3,8.52459273973891
4,7.856760458459173
5,7.567158623058107
6,7.544252097341932
7,7.693713751138023
8,7.944141524885645
9,8.24642303951811
10,8.568936081684662
