nperseg,val
32,26.899
64,27.1394
96,27.5152
128,28.0493
160,27.8427
192,28.0826
224,28.2424
256,28.5588
288,29.0326
320,28.7929
352,28.736
384,29.1983
416,29.1523
448,29.1824
480,29.4749
512,29.4639
