Ly,val
1,0.1968
2,0.071
3,-0.0373
4,-0.0804
5,-0.0524
6,-0.1086
7,-0.095
8,-0.057
9,-0.0178
10,-0.0206
11,-0.0135
12,-0.0063
13,-0.0012
14,-0.0141
15,-0.0179
16,-0.0152
