Ly,val
1,26.899
2,26.7173
3,26.6992
4,23.374
5,26.6604
6,26.3196
7,26.8776
8,27.0575
9,27.2768
10,27.3354
11,27.234
12,27.3993
13,27.4696
14,27.528
15,27.5306
16,27.5198
