Ly,val
1,11.6861
2,11.0382
3,10.5511
4,10.6718
5,10.4598
6,10.0111
7,10.7034
8,10.6926
9,10.7323
10,10.7644
11,10.8689
12,10.9436
13,10.963
14,11.0502
15,10.9817
16,10.9912
