freq,val
4.0,15.38
4.15,15.77
4.3,16.11
4.46,16.43
4.63,16.71
4.8,16.98
4.98,17.23
5.16,17.47
5.36,17.71
5.55,17.97
5.76,18.26
5.98,18.63
6.2,18.81
6.43,12.5
6.67,16.93
6.91,17.67
7.17,18.01
7.44,18.23
7.71,18.38
8.0,18.5
