Ly,val
1,27.272
2,29.9398
3,30.1164
4,30.6117
5,31.1376
6,31.457
7,32.3232
8,32.5808
9,32.963
10,33.2935
11,33.4487
12,33.5861
13,33.8244
14,34.0772
15,34.1581
16,34.3742
