Ly,val
1,2.5497
2,0.1977
3,0.11
4,0.1493
5,0.1433
6,0.026
7,0.0044
8,0.0021
9,0.004
10,0.0009
11,-0.0
12,-0.0
13,-0.0
14,-0.0
15,0.0
16,0.0
