Ly,val
1,-2.4838
2,-1.7311
3,-1.4722
4,-1.3408
5,-1.2175
6,-1.2577
7,-1.2051
8,-1.2493
9,-1.2057
10,-1.2458
11,-1.2613
12,-1.2536
13,-1.2641
14,-1.2702
15,-1.2735
16,-1.2734
