nperseg,val
32,11.1553
64,16.0143
96,21.0466
128,23.7559
160,25.6219
192,26.2484
224,27.5497
256,28.2126
288,29.2559
320,29.6156
352,29.8837
384,30.3546
416,30.6867
448,31.2197
480,31.5341
512,31.554
