nperseg,val
32,-20.912
64,-17.0265
96,-12.2498
128,-9.8655
160,-8.0881
192,-6.9276
224,-6.1012
256,-5.5809
288,-4.8064
320,-4.7169
352,-4.3191
384,-4.151
416,-4.0168
448,-3.8683
480,-3.7668
512,-3.6952
