Ly,val
1,2.1713
2,0.1734
3,0.1508
4,0.1271
5,0.0807
6,0.0885
7,0.0155
8,0.0013
9,0.0006
10,-0.0003
11,-0.0005
12,-0.0001
13,0.0
14,-0.0
15,-0.0
