time,val
0.0,7.3387
0.2,10.9938
0.4,8.8092
0.6,11.9501
0.8,11.7799
1.0,10.8823
1.2,12.7531
1.4,12.2171
1.6,10.7128
1.8,8.2162
2.0,13.6545
2.2,13.9313
2.4,16.6927
2.6,15.1133
2.8,13.7909
3.0,7.6139
3.2,10.9962
3.4,14.1366
3.6,11.1071
3.8,9.4771
4.0,9.8824
4.2,10.9672
4.4,10.4799
4.6,13.5476
4.8,11.4463
5.0,13.5916
5.2,8.8964
5.4,12.5312
5.6,12.9536
5.8,11.7377
6.0,13.6449
6.2,9.4527
6.4,10.8357
6.6,12.0248
6.8,10.2503
7.0,13.9369
7.2,13.0387
