nperseg,val
32,28.9026
64,31.1403
96,30.5486
128,31.1647
160,31.26
192,31.3946
224,31.5503
256,32.0184
288,32.2191
320,32.2403
352,32.2225
384,32.539
416,32.7041
448,32.9007
480,32.8494
512,33.059
