Ly,val
1,12.5624
2,11.1133
3,10.7952
4,12.7681
5,11.4499
6,11.7162
7,12.1021
8,12.4722
9,11.974
10,11.7997
11,11.0153
12,11.1297
13,11.0173
14,9.9398
15,10.5283
16,11.0643
