Ly,val
1,31.3396
2,30.0613
3,29.0083
4,29.1401
5,27.8195
6,28.5708
7,29.2269
8,30.2465
9,28.8608
10,29.0127
11,29.7466
12,29.1093
13,28.7772
14,29.1521
15,29.1106
16,28.8704
