nperseg,val
32,27.272
64,28.5101
96,29.521
128,28.6598
160,31.7897
192,30.6158
224,32.6868
256,32.0237
288,33.7137
320,32.8797
352,33.381
384,32.9537
416,34.0349
448,34.4122
480,34.6256
512,34.0572
