nperseg,val
32,24.7223
64,27.3517
96,28.9957
128,28.1303
160,31.6408
192,30.201
224,32.6089
256,31.8483
288,33.589
320,32.7598
352,33.2866
384,32.8576
416,33.9494
448,34.3238
480,34.559
512,33.9944
