nperseg,val
32,-12.7216
64,-12.6603
96,-8.7026
128,-10.4887
160,-8.6148
192,-12.2438
224,-8.2519
256,-10.6689
288,-9.4839
320,-10.3364
352,-10.2508
384,-10.1356
416,-9.853
448,-10.3996
480,-10.4279
512,-10.2505
