Ly,val
1,-20.912
2,-9.4376
3,-15.1785
4,-13.7959
5,-10.3962
6,-12.6651
7,-11.2995
8,-7.7587
9,-8.7559
10,-11.4971
11,-11.8798
12,-12.8782
13,-9.4186
14,-8.2492
15,-12.946
16,-12.8254
