Ly,val
1,20.1842
2,8.4604
3,14.2118
4,12.6558
5,8.966
6,11.0866
7,9.7353
8,6.1768
9,6.8104
10,9.5768
11,9.8879
12,10.7958
13,7.2156
14,6.1312
15,10.6858
16,10.5566
