Ly,val
1,11.1553
2,21.6009
3,14.7965
4,16.4843
5,18.8535
6,17.4842
7,19.4915
8,24.0697
9,22.0503
10,19.4359
11,19.8587
12,18.3135
13,21.5617
14,23.0209
15,18.4248
16,18.3138
