nperseg,val
32,31.3396
64,30.6766
96,30.1634
128,30.3379
160,30.4891
192,29.9712
224,30.4925
256,30.7176
288,31.1203
320,31.3803
352,31.3104
384,31.6967
416,31.9138
448,32.2249
480,32.5097
512,32.4293
