Ly,val
1,-6.8792
2,-2.2245
3,-1.47
4,-1.5744
5,-2.7688
6,-2.7717
7,-2.5793
8,-2.4124
9,-2.95
10,-2.8237
11,-2.4087
12,-2.2816
13,-1.9929
14,-2.1622
15,-1.9195
