Ly,val
1,32.5706
2,33.4757
3,34.0782
4,33.426
5,34.1911
6,34.5838
7,35.045
8,35.2582
9,35.9814
10,36.15
11,36.6929
12,36.9038
13,37.2232
14,37.42
15,37.3772
