Ly,val
1,-0.7277
2,-0.9773
3,-0.9667
4,-1.1401
5,-1.4302
6,-1.5785
7,-1.5642
8,-1.5819
9,-1.9455
10,-1.9203
11,-1.9919
12,-2.0824
13,-2.203
14,-2.118
15,-2.2603
16,-2.2688
