Ly,val
1,28.9026
2,30.2738
3,31.7701
4,31.9361
5,32.7553
6,32.9691
7,33.4234
8,33.5314
9,33.7641
10,33.9361
11,34.1267
12,34.3877
13,34.509
14,34.6507
15,34.7563
16,34.8974
