Ly,val
1,24.3744
2,24.3479
3,24.8635
4,24.1925
5,24.9516
6,25.2057
7,25.5682
8,25.7028
9,26.3584
10,26.5262
11,26.9921
12,27.1426
13,27.4596
14,27.5753
15,27.4934
