nperseg,val
32,12.5624
64,10.6199
96,10.5473
128,10.5386
160,10.7488
192,10.4316
224,11.3912
256,10.4457
288,9.9782
320,10.7868
352,10.9521
384,10.7531
416,10.202
448,10.1867
480,10.0825
512,10.3097
