freq, val
0.25,-4.667078915905068
0.5,-1.0953838474162438
0.75,3.705063813953128
1.0,3.667853557668304
1.25,4.498492464073211
1.5,3.987983286318426
1.75,3.5335959620121926
2.0,4.905696635684511
2.25,3.0824855464563945
2.5,4.427501437889595
2.75,2.213921276716306
3.0,6.872375039148402
3.25,5.886869197643167
3.5,4.567655025077785
3.75,6.188439068741025
4.0,1.9440835294729073
4.25,5.014757013338636
4.5,3.9882829246723595
4.75,3.08982605289275
5.0,-0.7681575710043093
5.25,0.2380672529812282
5.5,0.8791830386092323
5.75,0.8485466347479171
6.0,2.878033937055839
6.25,3.388045270367307
6.5,3.3762327341055434
6.75,3.111227838148414
7.0,2.523916326182451
7.25,3.922553611289569
7.5,5.598983664880364
7.75,1.6302081925347058
