time,val
0.0,22.3744
0.1,20.4678
0.2,21.9571
0.3,21.9382
0.4,22.2769
0.5,23.3145
0.6,23.0524
0.7,20.7107
0.8,20.3343
0.9,21.8631
1.0,24.5066
1.1,23.0223
1.2,22.0541
1.3,21.2533
1.4,23.0388
1.5,21.1668
1.6,20.4108
1.7,21.7592
1.8,21.6686
1.9,21.8480
2.0,21.8177
2.1,20.0013
2.2,21.9014
2.3,21.8847
2.4,21.7122
2.5,21.5111
2.6,20.2686
2.7,20.2646
2.8,18.0932
2.9,22.2709
3.0,24.1106
3.1,23.8942
3.2,21.1056
3.3,21.8260
3.4,22.2522
3.5,18.6155
3.6,19.2318
3.7,21.1865
3.8,20.9333
3.9,23.3310
4.0,22.6790
4.1,22.3274
4.2,21.8053
4.3,20.9597
4.4,22.0657
4.5,20.9925
4.6,20.9175
4.7,20.4698
4.8,22.3054
4.9,22.8887
5.0,22.4742
5.1,22.4599
5.2,20.0359
5.3,21.6483
5.4,21.5393
5.5,20.9130
5.6,21.4582
5.7,23.0002
5.8,21.5541
5.9,22.7854
6.0,22.1658
6.1,22.5989
6.2,22.3374
6.3,23.1481
6.4,23.0106
6.5,22.9217
6.6,21.4667
6.7,20.7921
6.8,20.7579
6.9,22.8877
7.0,21.8782
7.1,22.6787
7.2,21.1998
7.3,20.6769
7.4,21.6741
7.5,20.8990
