time,val
0.0,0.0139
0.1,0.0139
0.2,0.0139
0.3,0.0139
0.4,0.0139
0.5,0.0139
0.6,0.0139
0.7,0.0139
0.8,0.0139
0.9,0.0139
1.0,0.0139
1.1,0.0139
1.2,0.0139
1.3,0.0139
1.4,0.0139
1.5,0.0139
1.6,0.0139
1.7,0.0139
1.8,0.0139
1.9,0.0139
2.0,0.0139
2.1,0.0139
2.2,0.0139
2.3,0.0139
2.4,0.0139
2.5,0.0139
2.6,0.0139
2.7,0.0139
2.8,0.0139
2.9,0.0139
3.0,0.0139
3.1,0.0139
3.2,0.0139
3.3,0.0139
3.4,0.0139
3.5,0.0139
3.6,0.0139
3.7,0.0139
3.8,0.0139
3.9,0.0139
4.0,0.0139
4.1,0.0139
4.2,0.0139
4.3,0.0139
4.4,0.0139
4.5,0.0139
4.6,0.0139
4.7,0.0139
4.8,0.0139
4.9,0.0139
5.0,0.0139
5.1,0.0139
5.2,0.0139
5.3,0.0139
5.4,0.0139
5.5,0.0139
5.6,0.0139
5.7,0.0139
5.8,0.0139
5.9,0.0139
6.0,0.0139
6.1,0.0139
6.2,0.0139
6.3,0.0139
6.4,0.0139
6.5,0.0139
6.6,0.0139
6.7,0.0139
6.8,0.0139
6.9,0.0139
7.0,0.0139
7.1,0.0139
7.2,0.0139
7.3,0.0139
7.4,0.0139
7.5,0.0139
