freq,val
-20,-0.8190304806545474
-15,-0.9115728218874725
-10,-1.0967763370592152
-5,-1.405457692392718
0,-1.6980708309688857
5,-1.8813570315754957
10,-1.83680788364587
15,-1.759289965795012
20,-1.8815813746143504
