freq, val
0.25,-6.910439074294537
0.5,-2.392123836099503
0.75,2.5980053422029843
1.0,0.47597247952808114
1.25,3.33667523075109
1.5,4.829771243235445
1.75,3.313533026502888
2.0,5.7843566803622535
2.25,2.3561390004745757
2.5,3.529759030242718
2.75,1.2853387904891755
3.0,5.507583810696202
3.25,3.8597972712950464
3.5,3.3061895893221998
3.75,5.2972318669977465
4.0,5.364590541821351
4.25,5.308002446383389
4.5,3.4585375630786865
4.75,5.49101273005583
5.0,1.5068706407804064
5.25,2.2515630502825337
5.5,2.8800670610872077
5.75,2.7467060253927396
6.0,4.6587916040997275
6.25,5.338551619245694
6.5,2.3405667148115046
6.75,4.4277202438609295
7.0,4.78649804701091
7.25,12.224806418921322
7.5,4.671417796564471
7.75,2.2701563321368714
