time,val
0.0,16.584784255498
0.2,17.42443732407041
0.4,18.1487577302917
0.6,23.011203898594204
0.8,17.14864414831097
1.0,16.69413979337093
1.2,17.255872368929154
1.4,16.864548865307782
1.6,16.962392390852344
1.8,17.41228842203659
2.0,17.21090321223588
2.2,15.559760838653695
2.4,16.18228269832558
2.6,18.552621622448783
2.8,16.565943498929187
3.0,15.339599443573986
3.2,15.745331779440503
3.4,16.342568546135922
3.6,16.969251343761268
3.8,18.49990112802716
4.0,15.497300856864902
4.2,15.74188304989878
4.4,16.70533766401726
4.6,17.53646641461662
4.8,16.756101369833598
5.0,16.603584012253116
5.2,17.538462578176567
5.4,16.5714654054727
5.6,16.93045820424573
5.8,16.342610119870745
6.0,15.145227294125858
6.2,15.452967319112256
6.4,15.971957603822949
6.6,17.5937574060944
6.8,15.468791599942033
7.0,16.825779244674056
7.2,17.4465379056705
7.4,17.12974792590552
