time,val
0.0,20.9062
0.1,17.4933
0.2,17.9504
0.3,19.4157
0.4,18.0553
0.5,20.5614
0.6,20.1812
0.7,17.0692
0.8,17.3804
0.9,18.7760
1.0,18.0532
1.1,15.9180
1.2,16.9084
1.3,15.4742
1.4,17.4746
1.5,16.6740
1.6,15.0024
1.7,17.0724
1.8,16.8513
1.9,16.9367
2.0,17.3748
2.1,14.4789
2.2,17.2047
2.3,15.7814
2.4,16.5538
2.5,14.9801
2.6,15.3685
2.7,15.8844
2.8,14.8239
2.9,19.2112
3.0,17.0007
3.1,17.7385
3.2,17.2454
3.3,16.4608
3.4,17.6185
3.5,14.9066
3.6,16.4288
3.7,19.3213
3.8,19.2996
3.9,21.4827
4.0,19.5890
4.1,19.5378
4.2,17.9768
4.3,19.0726
4.4,17.9434
4.5,17.0047
4.6,17.8139
4.7,15.9852
4.8,16.3900
4.9,18.5413
5.0,18.7782
5.1,17.5673
5.2,17.0679
5.3,17.2034
5.4,16.6020
5.5,16.0484
5.6,17.1084
5.7,16.9186
5.8,16.4196
5.9,18.3510
6.0,17.1690
6.1,17.2583
6.2,18.7382
6.3,18.9900
6.4,18.3034
6.5,16.9377
6.6,17.6549
6.7,18.0721
6.8,17.8418
6.9,20.1413
7.0,16.9267
7.1,18.8762
7.2,17.5257
7.3,18.1380
7.4,16.6341
7.5,15.7686
