time,val
0.0,-1.5157
0.1,-1.8327
0.2,-1.9923
0.3,-1.6555
0.4,-1.8867
0.5,-1.7531
0.6,-1.9674
0.7,-1.9854
0.8,-1.8786
0.9,-1.4061
1.0,-1.7501
1.1,-1.9658
1.2,-1.6743
1.3,0.0058
1.4,-1.8603
1.5,-1.7602
1.6,-1.8579
1.7,-1.9901
1.8,-2.0229
1.9,-1.9089
2.0,-1.3601
2.1,-0.1393
2.2,-1.4489
2.3,-1.5118
2.4,-0.7206
2.5,1.2395
2.6,1.2736
2.7,-0.2331
2.8,-1.4756
2.9,-1.8369
3.0,-1.9817
3.1,-2.0034
3.2,-1.4452
3.3,-1.7192
3.4,-1.8140
3.5,-1.4244
3.6,-2.0085
3.7,-1.9532
3.8,-0.9434
3.9,-1.9757
4.0,-1.2935
4.1,-1.6577
4.2,-0.4190
4.3,-1.4963
4.4,-1.9441
4.5,-1.9234
4.6,-0.6611
4.7,-1.7149
4.8,-1.9762
4.9,-1.9347
5.0,-1.9152
5.1,-1.8917
5.2,-1.6576
5.3,-1.9161
5.4,-1.9450
5.5,2.2171
5.6,-0.5676
5.7,-1.2226
5.8,-1.9822
5.9,-2.0057
6.0,-1.7458
6.1,-1.7610
6.2,-1.9646
6.3,-1.9850
6.4,-1.7827
6.5,-1.4633
6.6,-1.9668
6.7,-2.0297
6.8,-2.0348
6.9,-1.7527
7.0,-0.5539
7.1,-1.8632
7.2,-0.5127
7.3,2.7716
7.4,3.5845
7.5,0.3854
