gain,val
0,-0.07656963866028692
1,3.057878942833484
2,7.083692520997282
3,10.003067907759156
4,11.983256909868905
5,13.330745860773781
6,14.274014086792349
7,14.96062712730148
8,15.481711000984395
9,15.893513267125494
10,16.231412612789132
