time,val
0.0,-0.17218543179502072
0.1,-0.16649944956520002
0.2,-0.13013069014684386
0.3,-0.09670011695773323
0.4,-0.06839143756354409
0.5,-0.02840643344281758
0.6,-0.02279665204832247
0.7,-0.026621683676028258
0.8,-0.028274346541205628
0.9,-0.03331242486016081
1.0,-0.0397429555106833
1.1,-0.042014388360697805
1.2,-0.047520551326141636
1.3,-0.06858405195546363
1.4,-0.07026281036872196
1.5,-0.08141144505074444
1.6,-0.1342535490458985
1.7,-0.14211910459198232
1.8,-0.1379835945768616
1.9,-0.13310131593778332
2.0,-0.08647018053834535
2.1,-0.10316177393588906
2.2,-0.11174914407923672
2.3,-0.10560997677906633
2.4,-0.07207597466711269
2.5,-0.04427612846324216
2.6,-0.07924782910117403
2.7,-0.1035662267261468
2.8,-0.12033054797374264
2.9,-0.06052389440714353
3.0,-0.050913471970684555
3.1,-0.032797690659860296
3.2,-0.012736464099800246
3.3,-0.012702821264302692
3.4,-0.013589190993531014
3.5,-0.010121309280558854
3.6,-0.0013734077948823128
3.7,-0.0037488462062946343
3.8,-0.0045844713006361545
3.9,-0.005752330519992657
4.0,-0.011273886470556696
4.1,-0.021708172335635347
4.2,-0.024738041829670293
4.3,-0.017588544064414145
4.4,-0.00843414083032474
4.5,-0.025936060609001135
4.6,-0.03611592049435599
4.7,-0.04869826192683188
4.8,-0.07171875286108605
4.9,-0.09425765787607202
5.0,-0.09552431740545475
5.1,-0.10774501030754954
5.2,-0.15305606502637625
5.3,-0.163277013098224
5.4,-0.16729932236244596
5.5,-0.08030277020675475
5.6,-0.17317101120871264
5.7,-0.20086081692585858
5.8,-0.2398283349052589
5.9,-0.15453326472059004
6.0,-0.15356414220939257
6.1,-0.15571655048387295
6.2,-0.16910976259650695
6.3,-0.20015943596885427
6.4,-0.22745217859453243
6.5,-0.21057340455159096
6.6,-0.22659779541108369
6.7,-0.22660246197528494
6.8,-0.20337680357712873
6.9,-0.19412011390719228
7.0,-0.20262458612509834
7.1,-0.2562256409044655
7.2,-0.1721057699969518
7.3,-0.04369996105667434
7.4,-0.038714676663085396
7.5,-0.11129271195066404
