time,val
0.0,-14.8319
0.1,-13.0337
0.2,-13.1323
0.3,-12.5130
0.4,-13.5214
0.5,-12.8187
0.6,-13.4012
0.7,-13.9508
0.8,-12.8653
0.9,-12.1638
1.0,-11.2309
1.1,-11.1804
1.2,-11.8582
1.3,-11.4660
1.4,-11.8090
1.5,-13.5374
1.6,-12.5199
1.7,-12.7296
1.8,-12.2814
1.9,-12.9881
2.0,-12.1174
2.1,-12.8311
2.2,-12.6620
2.3,-11.7123
2.4,-12.2612
2.5,-10.6800
2.6,-10.3637
2.7,-11.4183
2.8,-9.9651
2.9,-10.7667
3.0,-12.6876
3.1,-12.0317
3.2,-12.6100
3.3,-11.5456
3.4,-12.4548
3.5,-11.6170
3.6,-11.9611
3.7,-12.2512
3.8,-11.8790
3.9,-11.6633
4.0,-11.0451
4.1,-10.8084
4.2,-11.5683
4.3,-10.7230
4.4,-11.1564
4.5,-12.3988
4.6,-12.6486
4.7,-12.6067
4.8,-12.4126
4.9,-12.3390
5.0,-12.1077
5.1,-11.9274
5.2,-12.9901
5.3,-12.9749
5.4,-12.1623
5.5,-11.7362
5.6,-12.1158
5.7,-11.6223
5.8,-11.4298
5.9,-12.0969
6.0,-12.4309
6.1,-12.8974
6.2,-12.3384
6.3,-12.2698
6.4,-12.5659
6.5,-12.8002
6.6,-12.6921
6.7,-12.8693
6.8,-12.9890
6.9,-12.5637
7.0,-11.9602
7.1,-12.4834
7.2,-11.4778
7.3,-11.4432
7.4,-11.9402
7.5,-12.9342
