time,val
0.0,12.68714333876307
0.2,12.077705372972119
0.4,11.80871068375729
0.6,11.406447758189163
0.8,10.786065867773418
1.0,12.71645169238898
1.2,13.81806037187555
1.4,12.609206144087251
1.6,12.193994011686325
1.8,12.258473750814181
2.0,13.087911017634294
2.2,13.978677736189066
2.4,13.923425873117633
2.6,13.78090987739522
2.8,11.070492218908754
3.0,7.379331014658588
3.2,9.313468621076787
3.4,10.97309012016453
3.6,8.567822094101617
3.8,11.871002095824439
4.0,12.545181997405662
4.2,10.41542167166831
4.4,12.319519182159569
4.6,12.395253143453413
4.8,12.85224583467754
5.0,10.400263039597405
5.2,14.524323754778143
5.4,15.539617933704399
5.6,13.322939699731135
5.8,13.331623568649814
6.0,10.459923873890503
6.2,8.670295021281348
6.4,11.411305930372075
6.6,12.346092462478884
6.8,12.902747804960718
7.0,13.69210962416578
7.2,13.876452218506731
7.4,15.56068897219413
