gain,val
0,-0.008582906376232526
1,0.7562572012622957
2,2.2873188254820844
3,4.003745215276419
4,5.680287297073548
5,7.228579831031587
6,8.61937693599494
7,9.84961800291247
8,10.927637686758588
9,11.866682526391113
10,12.681937618185678
