Ly,val
1,-0.836
2,-0.7169
3,-0.8352
4,-1.0957
5,-0.8414
6,-0.958
7,-0.8769
8,-0.8714
9,-0.8221
10,-0.8561
11,-0.8781
12,-0.883
13,-0.8616
14,-0.8785
15,-0.8997
16,-0.9051
