nperseg,val
32,1.1488
64,0.417
96,0.1677
128,0.0878
160,-0.0041
192,0.0171
224,-0.0
256,-0.0057
288,0.0121
320,0.0046
352,-0.0034
384,-0.0038
416,0.0018
448,0.0091
480,0.0013
512,0.0008
