Ly,val
1,1.1488
2,0.0948
3,0.0285
4,0.0992
5,0.0608
6,0.0063
7,-0.0022
8,0.005
9,0.0015
10,0.0008
11,-0.0
12,-0.0
13,-0.0
14,-0.0
15,0.0
16,0.0
