nperseg,val
32,29.154
64,29.4908
96,30.5804
128,30.9677
160,31.2571
192,31.4643
224,31.7425
256,31.9082
288,32.3866
320,32.1915
352,32.326
384,32.6409
416,32.7951
448,32.9018
480,32.9343
512,33.0228
