Ly,val
1,12.1579
2,11.4122
3,10.3345
4,10.5472
5,10.6494
6,10.0701
7,10.8407
8,10.8917
9,10.8323
10,10.9158
11,11.2286
12,11.3945
13,11.5297
14,11.6789
15,11.3584
16,11.3797
