nperseg,val
32,-0.836
64,-1.5816
96,-1.9477
128,-1.936
160,-1.9765
192,-2.1258
224,-2.1407
256,-2.1041
288,-2.1409
320,-2.2032
352,-2.241
384,-2.2159
416,-2.2019
448,-2.2499
480,-2.2787
512,-2.2637
