nperseg,val
32,12.1579
64,9.3224
96,10.2724
128,9.2881
160,9.3328
192,9.3383
224,10.1526
256,9.9248
288,9.7645
320,10.2611
352,10.4416
384,10.5158
416,10.136
448,9.707
480,9.7872
512,10.3531
