Ly,val
1,12.617
2,12.3063
3,12.3353
4,12.3164
5,12.4003
6,12.4029
7,12.5769
8,12.6365
9,12.6893
10,12.667
11,12.6634
12,12.689
13,12.714
14,12.7478
15,12.7397
16,12.7588
