nperseg,val
32,2.4004
64,0.5145
96,-0.0735
128,-0.2878
160,-0.4293
192,-0.5173
224,-0.5717
256,-0.5969
288,-0.6231
320,-0.6458
352,-0.6666
384,-0.677
416,-0.6799
448,-0.6925
480,-0.6991
512,-0.6988
