nperseg,val
32,28.4424
64,29.1134
96,29.1559
128,29.618
160,29.7513
192,29.8104
224,29.9301
256,30.2803
288,30.6099
320,30.5851
352,30.7956
384,31.0177
416,31.2165
448,31.3224
480,31.268
512,31.41
