Ly,val
1,0.5098
2,0.0962
3,0.0552
4,0.0525
5,0.0404
6,0.0009
7,-0.0004
8,0.0009
9,0.0002
10,-0.0003
11,-0.0001
12,-0.0
13,-0.0
14,0.0
15,0.0
16,0.0
