Ly,val
1,2.4004
2,2.6361
3,2.5988
4,2.5714
5,2.5501
6,2.5565
7,2.5712
8,2.5733
9,2.581
10,2.571
11,2.5669
12,2.5629
13,2.5716
14,2.5838
15,2.5832
16,2.5815
