nperseg,val
32,12.617
64,9.8199
96,9.0732
128,9.1418
160,8.7299
192,8.5478
224,9.1726
256,9.1728
288,9.0426
320,9.1339
352,9.4399
384,9.3814
416,9.3958
448,9.4151
480,9.3609
512,9.3976
