Ly,val
1,28.4424
2,29.3204
3,29.46
4,29.6729
5,29.8044
6,30.0531
7,30.5817
8,30.8729
9,31.0912
10,31.3459
11,31.5196
12,31.71
13,31.9976
14,32.3086
15,32.5049
16,32.6494
