nperseg,val
32,0.5098
64,0.0602
96,0.0025
128,0.0524
160,0.0234
192,-0.0128
224,0.0069
256,0.0077
288,-0.0157
320,-0.0014
352,0.0042
384,0.0094
416,-0.0009
448,-0.0075
480,-0.0014
512,0.0009
